frame,landmark,x,y,z,visibility
10,2,0.05641620606184006,0.17100496590137482,-0.039277639240026474,
10,3,0.0558488704264164,0.1704649180173874,-0.039278410375118256,
10,4,0.057165395468473434,0.1718965619802475,-0.05783265456557274,
10,5,0.05672542005777359,0.17179106175899506,-0.05784895271062851,
10,6,0.056296609342098236,0.17172203958034515,-0.057887665927410126,
10,7,0.04979225620627403,0.1719191074371338,-0.005131589248776436,
10,8,0.051481299102306366,0.17365679144859314,-0.0879981517791748,
10,9,0.05626467615365982,0.18892508745193481,-0.02976773865520954,
10,10,0.0561518594622612,0.18915213644504547,-0.05397084355354309,
10,11,0.037845857441425323,0.21998557448387146,0.05362887308001518,
10,12,0.041493192315101624,0.22270041704177856,-0.13037587702274323,
10,13,0.03789756819605827,0.29620489478111267,0.06389923393726349,
10,14,0.040770888328552246,0.30628594756126404,-0.14215746521949768,
10,15,0.04430544376373291,0.3552415370941162,0.019348682835698128,
10,16,0.05071511119604111,0.3724847435951233,-0.09852617233991623,
10,17,0.04325351119041443,0.3754204213619232,0.013924486003816128,
10,18,0.05362260714173317,0.39058607816696167,-0.1110762506723404,
10,19,0.04533449560403824,0.37319058179855347,0.0007933532469905913,
10,20,0.05473661050200462,0.3910134434700012,-0.10665851086378098,
10,21,0.04525960609316826,0.36876848340034485,0.010991686955094337,
10,22,0.056593697518110275,0.38282984495162964,-0.09515891224145889,
10,23,0.03983180969953537,0.3775400221347809,0.05978415906429291,
10,24,0.04160059615969658,0.37995776534080505,-0.05982514098286629,
10,25,0.04520454257726669,0.4708288311958313,0.10668915510177612,
10,26,0.04754863306879997,0.47277581691741943,-0.011622646823525429,
10,27,0.04756304994225502,0.5704899430274963,0.16418048739433289,
10,28,0.06035801023244858,0.5676605701446533,0.05386015400290489,
10,29,0.04196597635746002,0.5901191234588623,0.16809909045696259,
10,30,0.05499344691634178,0.5854461789131165,0.058936428278684616,
10,31,0.06895563751459122,0.5801228880882263,0.14488153159618378,
10,32,0.08668859302997589,0.5814312100410461,0.024796290323138237,
11,0,0.05857783183455467,0.1814296394586563,-0.03396112844347954,
11,1,0.056603047996759415,0.17128057777881622,-0.02850283496081829,
11,2,0.05601442977786064,0.1707276701927185,-0.028530962765216827,
11,3,0.05546325817704201,0.17015020549297333,-0.028535792604088783,
11,4,0.05687438324093819,0.17166562378406525,-0.04640752077102661,
11,5,0.056488607078790665,0.17150558531284332,-0.046423718333244324,
11,6,0.05612076818943024,0.17138417065143585,-0.04646122828125954,
11,7,0.04966992512345314,0.17171235382556915,0.0018901204457506537,
11,8,0.05135480314493179,0.1734282523393631,-0.07827860116958618,
11,9,0.05604621395468712,0.18877024948596954,-0.020162343978881836,
11,10,0.056007709354162216,0.18903666734695435,-0.04340755194425583,
11,11,0.038319215178489685,0.22106201946735382,0.05638938769698143,
11,12,0.04132619500160217,0.22265177965164185,-0.12143170833587646,
11,13,0.03780999407172203,0.29695016145706177,0.06400994211435318,
11,14,0.040814634412527084,0.3057217299938202,-0.13066308200359344,
11,15,0.04429441690444946,0.3547002971172333,0.019932160153985023,
11,16,0.05141114443540573,0.370716392993927,-0.0872923955321312,
11,17,0.043254632502794266,0.3752528727054596,0.014461959712207317,
11,18,0.054695434868335724,0.3881899118423462,-0.0991135984659195,
11,19,0.045222364366054535,0.37301138043403625,0.0025818224530667067,
11,20,0.055638790130615234,0.38946276903152466,-0.09558131545782089,
11,21,0.04499419033527374,0.3682626783847809,0.012169409543275833,
11,22,0.05820311978459358,0.37887105345726013,-0.08429046720266342,
11,23,0.03993922099471092,0.3767080008983612,0.05734460428357124,
11,24,0.040460679680109024,0.3787180483341217,-0.05737045407295227,
11,25,0.04520358517765999,0.47216102480888367,0.0976017639040947,
11,26,0.0475149005651474,0.4724632799625397,-0.01219254918396473,
11,27,0.04734057933092117,0.5728021860122681,0.15129972994327545,
11,28,0.05833185091614723,0.5686742067337036,0.0513479970395565,
11,29,0.040160905569791794,0.5892626047134399,0.15478888154029846,
11,30,0.054591309279203415,0.5853139758110046,0.05616483837366104,
11,31,0.06796911358833313,0.5832654237747192,0.13041038811206818,
11,32,0.08678075671195984,0.5818433165550232,0.022105183452367783,
12,0,0.05801083520054817,0.1812887191772461,-0.017634321004152298,
12,1,0.05617976561188698,0.17118710279464722,-0.012595990672707558,
12,2,0.05558382347226143,0.17060887813568115,-0.012622510083019733,
12,3,0.05503539741039276,0.1700071543455124,-0.012628600001335144,
12,4,0.056624434888362885,0.17157979309558868,-0.02974851056933403,
12,5,0.056330494582653046,0.17139235138893127,-0.02976142056286335,
12,6,0.0560421384871006,0.17123794555664062,-0.029801465570926666,
12,7,0.04953406751155853,0.17154014110565186,0.014005515724420547,
12,8,0.05135202780365944,0.1732475608587265,-0.06281249970197678,
12,9,0.05561693012714386,0.188705712556839,-0.005411244463175535,
12,10,0.055709801614284515,0.18893931806087494,-0.027696898207068443,
12,11,0.03901156038045883,0.22135613858699799,0.06318552792072296,
12,12,0.04134061932563782,0.22255928814411163,-0.10755979269742966,
12,13,0.03781990334391594,0.29721447825431824,0.06869282573461533,
12,14,0.04159819334745407,0.305303692817688,-0.1176641583442688,
12,15,0.044299665838479996,0.35630688071250916,0.02698066644370556,
12,16,0.0526425838470459,0.36946091055870056,-0.07938411086797714,
12,17,0.04424687847495079,0.37706002593040466,0.022722704336047173,
12,18,0.05644885450601578,0.3869430720806122,-0.09071718156337738,
12,19,0.045922741293907166,0.3750208020210266,0.011435182765126228,
12,20,0.056867968291044235,0.38816678524017334,-0.08738388121128082,
12,21,0.04542551189661026,0.3695601522922516,0.01977655477821827,
12,22,0.0603620782494545,0.3763493001461029,-0.07661253958940506,
12,23,0.04011620581150055,0.3746614456176758,0.05510980635881424,
12,24,0.039795394986867905,0.3762914538383484,-0.05514588579535484,
12,25,0.045201223343610764,0.47228118777275085,0.08596514910459518,
12,26,0.0474870428442955,0.47234904766082764,-0.01799090765416622,
12,27,0.04697646573185921,0.5736886262893677,0.12981975078582764,
12,28,0.05726940929889679,0.5706446170806885,0.03555898740887642,
12,29,0.03915096074342728,0.5879594683647156,0.13229899108409882,
12,30,0.054397013038396835,0.5842320919036865,0.03941681981086731,
12,31,0.0681152492761612,0.583976149559021,0.10791970044374466,
12,32,0.08667371422052383,0.5812441110610962,0.006049625109881163,
13,0,0.05793697386980057,0.18230876326560974,-0.01158863678574562,
13,1,0.05617822706699371,0.17234624922275543,-0.006276400294154882,
13,2,0.05558207258582115,0.17169548571109772,-0.006301151588559151,
13,3,0.055029042065143585,0.17100733518600464,-0.00629949988797307,
13,4,0.05662146583199501,0.17266464233398438,-0.023279305547475815,
13,5,0.05633051320910454,0.17234522104263306,-0.023289164528250694,
13,6,0.0560428649187088,0.17203819751739502,-0.023330753669142723,
13,7,0.049513380974531174,0.17175137996673584,0.021145418286323547,
13,8,0.051345255225896835,0.17335456609725952,-0.054988570511341095,
13,9,0.05554555356502533,0.18924938142299652,0.000823951733764261,
13,10,0.055649057030677795,0.18951314687728882,-0.021281253546476364,
13,11,0.03911671042442322,0.22127267718315125,0.0703275203704834,
13,12,0.041293103247880936,0.22250542044639587,-0.10002394765615463,
13,13,0.03784836083650589,0.2971041798591614,0.07549156993627548,
13,14,0.041789695620536804,0.303969144821167,-0.1123933270573616,
13,15,0.04437367245554924,0.3562408685684204,0.032541826367378235,
13,16,0.05322190001606941,0.36655303835868835,-0.0782623365521431,
13,17,0.04558645188808441,0.3763303756713867,0.028915518894791603,
13,18,0.05681910738348961,0.3841453492641449,-0.08988504856824875,
13,19,0.0471682995557785,0.37434375286102295,0.017404692247509956,
13,20,0.05711692199110985,0.3831583559513092,-0.08646572381258011,
13,21,0.04654781147837639,0.3691820502281189,0.025329161435365677,
13,22,0.060363125056028366,0.37390100955963135,-0.07551503926515579,
13,23,0.04023577645421028,0.3721049129962921,0.054772455245256424,
13,24,0.039248280227184296,0.3730414807796478,-0.05481462553143501,
13,25,0.04518214240670204,0.47214367985725403,0.07653528451919556,
13,26,0.04795502498745918,0.4705997705459595,-0.028354406356811523,
13,27,0.042115043848752975,0.5727673768997192,0.11219722032546997,
13,28,0.05915318801999092,0.5699023604393005,0.014983480796217918,
13,29,0.03546992316842079,0.5876864790916443,0.11367346346378326,
13,30,0.05465204641222954,0.5832539796829224,0.01759932190179825,
13,31,0.06791079044342041,0.5874801874160767,0.08873102068901062,
13,32,0.0865655317902565,0.5808104872703552,-0.016113782301545143,
14,0,0.05882849544286728,0.1822740137577057,-0.019778674468398094,
14,1,0.05681873857975006,0.17220211029052734,-0.01406116597354412,
14,2,0.05624024197459221,0.17155581712722778,-0.01408800296485424,
14,3,0.05569887161254883,0.17087233066558838,-0.014084802940487862,
14,4,0.05720158666372299,0.1725890189409256,-0.031309545040130615,
14,5,0.05689433962106705,0.17228247225284576,-0.03131937235593796,
14,6,0.056590575724840164,0.17187167704105377,-0.031366899609565735,
14,7,0.05054282024502754,0.1716693788766861,0.016371292993426323,
14,8,0.05191240832209587,0.17319738864898682,-0.06065867468714714,
14,9,0.05651288107037544,0.1892235428094864,-0.006193788256496191,
14,10,0.05660738795995712,0.18941357731819153,-0.028600439429283142,
14,11,0.04086943715810776,0.22147805988788605,0.06804903596639633,
14,12,0.04144233465194702,0.22227808833122253,-0.10432664304971695,
14,13,0.03924902528524399,0.29698020219802856,0.07418423891067505,
14,14,0.04194410890340805,0.3033863604068756,-0.1201445683836937,
14,15,0.04665268957614899,0.35674530267715454,0.02964247576892376,
14,16,0.05324869975447655,0.3658631145954132,-0.09125763177871704,
14,17,0.04938759282231331,0.378526896238327,0.025535905733704567,
14,18,0.05731838196516037,0.38270992040634155,-0.10410599410533905,
14,19,0.050686731934547424,0.3766758441925049,0.013176413252949715,
14,20,0.05695600435137749,0.38376760482788086,-0.09869761019945145,
14,21,0.0497695617377758,0.3705716133117676,0.022019924595952034,
14,22,0.05984336882829666,0.37317970395088196,-0.0881914496421814,
14,23,0.04077249765396118,0.369000643491745,0.05398428440093994,
14,24,0.03938581794500351,0.3700440227985382,-0.05401065573096275,
14,25,0.045132968574762344,0.471455454826355,0.07597760856151581,
14,26,0.050774380564689636,0.4662396013736725,-0.02865167148411274,
14,27,0.03879785165190697,0.5724781155586243,0.11532305181026459,
14,28,0.062258560210466385,0.5698303580284119,0.018318677321076393,
14,29,0.03327392041683197,0.5874435901641846,0.1170097291469574,
14,30,0.05932477116584778,0.5827926993370056,0.021060176193714142,
14,31,0.0623546727001667,0.5890001654624939,0.08849280327558517,
14,32,0.08809933066368103,0.5804606676101685,-0.016718851402401924,
15,0,0.05922950431704521,0.18277522921562195,-0.023204533383250237,
15,1,0.05727544054389,0.17290052771568298,-0.017130514606833458,
15,2,0.056734904646873474,0.1723111867904663,-0.01715703308582306,
15,3,0.05622295290231705,0.17169488966464996,-0.017152179032564163,
15,4,0.05756505951285362,0.17318521440029144,-0.03473587706685066,
15,5,0.05722951516509056,0.17285963892936707,-0.03474511206150055,
15,6,0.0568951852619648,0.172476127743721,-0.03479338437318802,
15,7,0.05110187456011772,0.1727338433265686,0.015158543363213539,
15,8,0.05216020345687866,0.17400570213794708,-0.06367793679237366,
15,9,0.05692271888256073,0.18995557725429535,-0.008993367664515972,
15,10,0.056983545422554016,0.1900767832994461,-0.031867578625679016,
15,11,0.04166092351078987,0.22384145855903625,0.06845349073410034,
15,12,0.04143965244293213,0.22316491603851318,-0.10800585150718689,
15,13,0.03938734903931618,0.2974435091018677,0.07482513785362244,
15,14,0.04189867526292801,0.30333253741264343,-0.12425336241722107,
15,15,0.04702501371502876,0.3609268367290497,0.028373120352625847,
15,16,0.05370374768972397,0.3656017780303955,-0.0954158678650856,
15,17,0.04908257722854614,0.38008713722229004,0.023930782452225685,
15,18,0.056978438049554825,0.3829071819782257,-0.1075262650847435,
15,19,0.05037998408079147,0.3779528737068176,0.011407890357077122,
15,20,0.05829007551074028,0.3814295530319214,-0.10349725186824799,
15,21,0.04957619681954384,0.37145817279815674,0.020676983520388603,
15,22,0.05933631584048271,0.3735221028327942,-0.09139348566532135,
15,23,0.0412105917930603,0.36949238181114197,0.05482025817036629,
15,24,0.039269719272851944,0.37075451016426086,-0.054850395768880844,
15,25,0.044337205588817596,0.4723469018936157,0.08380585163831711,
15,26,0.05615052208304405,0.468412846326828,-0.025042090564966202,
15,27,0.03515513613820076,0.5759826898574829,0.12731142342090607,
15,28,0.06529773771762848,0.5701212882995605,0.027470631524920464,
15,29,0.030376005917787552,0.590065598487854,0.12937526404857635,
15,30,0.06364720314741135,0.5838156938552856,0.030816948041319847,
15,31,0.05767982825636864,0.5939667224884033,0.09979172050952911,
15,32,0.09084689617156982,0.5802267789840698,-0.007759929168969393,
16,0,0.05910603329539299,0.18390345573425293,-0.005288208369165659,
16,1,0.057187747210264206,0.17416958510875702,-0.00013309434871189296,
16,2,0.05665584281086922,0.1736312061548233,-0.0001596097572473809,
16,3,0.056152865290641785,0.17306563258171082,-0.00016437015437986702,
16,4,0.057485997676849365,0.17438164353370667,-0.016836250200867653,
16,5,0.057163652032613754,0.17405197024345398,-0.01685355231165886,
16,6,0.05684289336204529,0.17369544506072998,-0.01690533198416233,
16,7,0.051077038049697876,0.17409555613994598,0.025521740317344666,
16,8,0.05214456468820572,0.1751812845468521,-0.04929076135158539,
16,9,0.056870318949222565,0.19117790460586548,0.006191443186253309,
16,10,0.05695517733693123,0.1912304013967514,-0.015472084283828735,
16,11,0.041408032178878784,0.22632741928100586,0.07169897854328156,
16,12,0.04108805954456329,0.22402985394001007,-0.0950569435954094,
16,13,0.03954784572124481,0.29839274287223816,0.07518209517002106,
16,14,0.04049678519368172,0.3032596707344055,-0.10376138985157013,
16,15,0.0472688227891922,0.3622952103614807,0.0304470993578434,
16,16,0.053582172840833664,0.3641909062862396,-0.06502759456634521,
16,17,0.049171194434165955,0.38018491864204407,0.02600272186100483,
16,18,0.0567065067589283,0.381501168012619,-0.0748133733868599,
16,19,0.050384875386953354,0.3778737485408783,0.01559735368937254,
16,20,0.05816401541233063,0.37838566303253174,-0.07317963242530823,
16,21,0.049584195017814636,0.37149578332901,0.023520512506365776,
16,22,0.05846135690808296,0.37214672565460205,-0.0627974420785904,
16,23,0.04130806028842926,0.37056446075439453,0.05301818996667862,
16,24,0.03872901201248169,0.3711722791194916,-0.053040068596601486,
16,25,0.043848272413015366,0.4750078618526459,0.06842899322509766,
16,26,0.05761653184890747,0.4702168107032776,-0.028884919360280037,
16,27,0.03406884893774986,0.5797179341316223,0.09905948489904404,
16,28,0.06759931892156601,0.5715009570121765,0.012458889745175838,
16,29,0.02898416295647621,0.5935117602348328,0.10000450909137726,
16,30,0.06597854197025299,0.5861173272132874,0.015081668272614479,
16,31,0.05283809453248978,0.6043704152107239,0.07353310286998749,
16,32,0.09330777823925018,0.5822165012359619,-0.017427684739232063,
17,0,0.05910314992070198,0.18482504785060883,-0.003211557399481535,
17,1,0.05716684088110924,0.1753760725259781,0.0016482716891914606,
17,2,0.05662588030099869,0.17487579584121704,0.001619372284039855,
17,3,0.05611075833439827,0.17435742914676666,0.0016134842298924923,
17,4,0.05748329684138298,0.1755465567111969,-0.01484467089176178,
17,5,0.05715896934270859,0.17521488666534424,-0.014863342046737671,
17,6,0.056841764599084854,0.1748741865158081,-0.014918901026248932,
17,7,0.051045916974544525,0.17558209598064423,0.025858595967292786,
17,8,0.052160684019327164,0.17653049528598785,-0.047995634377002716,
17,9,0.05684651806950569,0.19210241734981537,0.007786346599459648,
17,10,0.05695118010044098,0.19214999675750732,-0.013601287268102169,
17,11,0.04156441614031792,0.2281259298324585,0.07107041031122208,
17,12,0.04118127003312111,0.22561015188694,-0.09382212907075882,
17,13,0.03975889831781387,0.2998894155025482,0.0748148262500763,
17,14,0.040129467844963074,0.3039037585258484,-0.10058240592479706,
17,15,0.04760041460394859,0.3651636838912964,0.032340411096811295,
17,16,0.05342349782586098,0.3645648658275604,-0.06017325818538666,
17,17,0.049497224390506744,0.38248178362846375,0.02834545448422432,
17,18,0.05555371567606926,0.3820081353187561,-0.06974092125892639,
17,19,0.050705425441265106,0.3803584575653076,0.018359269946813583,
17,20,0.05812210217118263,0.37918633222579956,-0.06834908574819565,
17,21,0.04982460290193558,0.3739294409751892,0.025625551119446754,
17,22,0.05700113624334335,0.3728390336036682,-0.05815567821264267,
17,23,0.04157304763793945,0.3716692626476288,0.051770228892564774,
17,24,0.038569189608097076,0.37131014466285706,-0.05179443210363388,
17,25,0.04384789615869522,0.47552675008773804,0.06911471486091614,
17,26,0.05696702376008034,0.47036808729171753,-0.023159079253673553,
17,27,0.035372503101825714,0.5806620121002197,0.10120641440153122,
17,28,0.06766145676374435,0.5711082816123962,0.025026904419064522,
17,29,0.03040102683007717,0.5948672890663147,0.10230421274900436,
17,30,0.06562807410955429,0.5860782265663147,0.028383180499076843,
17,31,0.05492987111210823,0.6060208678245544,0.07573124021291733,
17,32,0.09274133294820786,0.5819940567016602,-0.003129832213744521,
18,0,0.059769317507743835,0.18461917340755463,-0.003792109899222851,
18,1,0.05765216052532196,0.1750698834657669,0.0012187485117465258,
18,2,0.05709127336740494,0.17456568777561188,0.0011902529513463378,
18,3,0.056542329490184784,0.17404252290725708,0.0011885631829500198,
18,4,0.057851631194353104,0.1752646565437317,-0.01495465636253357,
18,5,0.057444844394922256,0.17495980858802795,-0.01497081108391285,
18,6,0.05704424902796745,0.17466223239898682,-0.015017736703157425,
18,7,0.051450617611408234,0.17529204487800598,0.027331087738275528,
18,8,0.05222276598215103,0.17643576860427856,-0.0449552945792675,
18,9,0.05772554129362106,0.1919012814760208,0.007860500365495682,
18,10,0.057665035128593445,0.1919836550951004,-0.013085036538541317,
18,11,0.04280177503824234,0.2275916337966919,0.07270395755767822,
18,12,0.04114101454615593,0.22503498196601868,-0.08762510865926743,
18,13,0.04022397845983505,0.2976584732532501,0.078975148499012,
18,14,0.03986427187919617,0.29963767528533936,-0.09715970605611801,
18,15,0.047632165253162384,0.3562469184398651,0.039715077728033066,
18,16,0.05300647020339966,0.3607366681098938,-0.06582558900117874,
18,17,0.05027065798640251,0.3760205805301666,0.035112567245960236,
18,18,0.05518832057714462,0.37787941098213196,-0.07593205571174622,
18,19,0.051162850111722946,0.37399423122406006,0.02529781498014927,
18,20,0.057961493730545044,0.37490665912628174,-0.07525485008955002,
18,21,0.050227098166942596,0.3675154149532318,0.03313250467181206,
18,22,0.05679246410727501,0.36893150210380554,-0.06410959362983704,
18,23,0.04261726513504982,0.3685150146484375,0.04879489168524742,
18,24,0.03865911066532135,0.36881163716316223,-0.04877309873700142,
18,25,0.044279132038354874,0.47391921281814575,0.05144742876291275,
18,26,0.05755990371108055,0.4678070545196533,-0.03330566734075546,
18,27,0.035020966082811356,0.5799865126609802,0.07210462540388107,
18,28,0.06829605996608734,0.5691683292388916,-0.003753566648811102,
18,29,0.030446816235780716,0.5938275456428528,0.07167848199605942,
18,30,0.06579551100730896,0.583814263343811,-0.0025411939714103937,
18,31,0.05510677769780159,0.6045929789543152,0.04297706484794617,
18,32,0.09368870407342911,0.5812193751335144,-0.03627808764576912,
19,0,0.06039584055542946,0.18475718796253204,-0.009637280367314816,
19,1,0.058243755251169205,0.1750994324684143,-0.0044892216101288795,
19,2,0.057717010378837585,0.1745956689119339,-0.0045182970352470875,
19,3,0.05718730390071869,0.1740719974040985,-0.004518477711826563,
19,4,0.05831967666745186,0.17524714767932892,-0.02104034088551998,
19,5,0.05787088721990585,0.17491576075553894,-0.02105691097676754,
19,6,0.057421185076236725,0.1745905578136444,-0.02110784687101841,
19,7,0.05206724628806114,0.1754429191350937,0.022831877693533897,
19,8,0.05256204307079315,0.17641709744930267,-0.05135266110301018,
19,9,0.058447036892175674,0.1921670138835907,0.0025591414887458086,
19,10,0.0582236722111702,0.19212950766086578,-0.018929677084088326,
19,11,0.04395464435219765,0.22808240354061127,0.07195501029491425,
19,12,0.04125006124377251,0.22517968714237213,-0.09261539578437805,
19,13,0.040706757456064224,0.2985110580921173,0.07889226078987122,
19,14,0.03974832221865654,0.29999396204948425,-0.1036946177482605,
19,15,0.04804399982094765,0.357604056596756,0.03618145361542702,
19,16,0.052923090755939484,0.3614138066768646,-0.07379761338233948,
19,17,0.05097630247473717,0.3785843551158905,0.03165716677904129,
19,18,0.0544867143034935,0.378091037273407,-0.08493094891309738,
19,19,0.05180560052394867,0.3768349289894104,0.021148329600691795,
19,20,0.0579206719994545,0.3760624825954437,-0.08360318839550018,
19,21,0.050844352692365646,0.37007471919059753,0.02929052710533142,
19,22,0.05635877698659897,0.36929312348365784,-0.0719582587480545,
19,23,0.044319819658994675,0.36906060576438904,0.04839673638343811,
19,24,0.039098452776670456,0.36972102522850037,-0.048379894345998764,
19,25,0.04565814509987831,0.47379356622695923,0.05564013868570328,
19,26,0.05727506801486015,0.46868136525154114,-0.033326175063848495,
19,27,0.03563123941421509,0.579404354095459,0.08211133629083633,
19,28,0.06833336502313614,0.5698233246803284,0.0021869605407118797,
19,29,0.030964575707912445,0.5935825109481812,0.0823151096701622,
19,30,0.06567423790693283,0.5841841697692871,0.003875351045280695,
19,31,0.055466052144765854,0.6028314828872681,0.053951162844896317,
19,32,0.0930624008178711,0.5830241441726685,-0.03070567175745964,
20,0,0.06062063202261925,0.18627190589904785,-0.008806297555565834,
20,1,0.05863313749432564,0.17643721401691437,-0.003840527730062604,
20,2,0.0581245943903923,0.17590774595737457,-0.0038698320277035236,
20,3,0.05759947746992111,0.1753433793783188,-0.0038698462303727865,
20,4,0.05864856764674187,0.1764642596244812,-0.020165765658020973,
20,5,0.058182697743177414,0.1760435253381729,-0.020181749016046524,
20,6,0.05770586431026459,0.17562352120876312,-0.02023380622267723,
20,7,0.05249244347214699,0.1764606386423111,0.022625593468546867,
20,8,0.052868444472551346,0.1772676557302475,-0.050684455782175064,
20,9,0.05867112800478935,0.19365045428276062,0.0030228777322918177,
20,10,0.058367811143398285,0.193484365940094,-0.01817964017391205,
20,11,0.04480233043432236,0.22871237993240356,0.07038439065217972,
20,12,0.04130500927567482,0.22549068927764893,-0.0917900875210762,
20,13,0.04113398492336273,0.2994208335876465,0.07808016985654831,
20,14,0.040121447294950485,0.3011991083621979,-0.10375294089317322,
20,15,0.04860525578260422,0.3580285608768463,0.03985946252942085,
20,16,0.05315660312771797,0.36188775300979614,-0.07711687684059143,
20,17,0.05187371000647545,0.3799484670162201,0.036037467420101166,
20,18,0.05452562868595123,0.3784083127975464,-0.08861836791038513,
20,19,0.052752625197172165,0.3781070113182068,0.025523539632558823,
20,20,0.05803430452942848,0.3769685924053192,-0.08638353645801544,
20,21,0.05177623778581619,0.3713477551937103,0.033169060945510864,
20,22,0.056444622576236725,0.36982104182243347,-0.07503680139780045,
20,23,0.04496093466877937,0.36944204568862915,0.04793739691376686,
20,24,0.03920699656009674,0.36993908882141113,-0.047918614000082016,
20,25,0.04635342210531235,0.4742108881473541,0.053732071071863174,
20,26,0.05690557137131691,0.46860527992248535,-0.032316360622644424,
20,27,0.035691678524017334,0.579160213470459,0.07835525274276733,
20,28,0.06835295259952545,0.5704774856567383,0.002086750464513898,
20,29,0.031065914779901505,0.5933498740196228,0.07833664119243622,
20,30,0.0657334178686142,0.5843728184700012,0.003545779502019286,
20,31,0.05641334503889084,0.60493004322052,0.04977693781256676,
20,32,0.0932483971118927,0.5831297039985657,-0.030543675646185875,
