frame,landmark,x,y,z,visibility
11,0,0.39234912395477295,0.2655711770057678,-0.05173233896493912,0.9896669387817383
11,1,0.3899192810058594,0.25782710313796997,-0.07027826458215714,0.9856270551681519
11,2,0.387845903635025,0.2574246823787689,-0.07030676305294037,0.9860821962356567
11,3,0.3855745196342468,0.25711020827293396,-0.07034257054328918,0.9855210185050964
11,4,0.3948676884174347,0.2583377957344055,-0.06769352406263351,0.9816607236862183
11,5,0.3963015675544739,0.258301317691803,-0.06773886829614639,0.9827513098716736
11,6,0.39782941341400146,0.25821220874786377,-0.06782806664705276,0.9841336011886597
11,7,0.381250262260437,0.26148054003715515,-0.12486506253480911,0.9868237972259521
11,8,0.4003155827522278,0.26132410764694214,-0.1135391891002655,0.9800050258636475
11,9,0.3884470760822296,0.27136075496673584,-0.06642282009124756,0.9911642074584961
11,10,0.3933670222759247,0.27181822061538696,-0.06342104822397232,0.9911640882492065
11,11,0.354387104511261,0.31349241733551025,-0.1429244875907898,0.9985332489013672
11,12,0.4208639860153198,0.3105122447013855,-0.09870915859937668,0.9974984526634216
11,13,0.35776379704475403,0.3926349878311157,-0.13286879658699036,0.9124220013618469
11,14,0.42956188321113586,0.38067886233329773,-0.08182557672262192,0.8424192667007446
11,15,0.35458704829216003,0.43458685278892517,-0.11785657703876495,0.5583778023719788
11,16,0.4306029975414276,0.4329462945461273,-0.08398754894733429,0.5095760226249695
11,17,0.3523291349411011,0.4485217034816742,-0.12672609090805054,0.4217015504837036
11,18,0.43297573924064636,0.45058146119117737,-0.0890636295080185,0.3993711471557617
11,19,0.3625178039073944,0.45259612798690796,-0.1325661838054657,0.4114733338356018
11,20,0.430167555809021,0.44942742586135864,-0.10356075316667557,0.3892096281051636
11,21,0.36368319392204285,0.44700461626052856,-0.12022935599088669,0.35947123169898987
11,22,0.4273054897785187,0.44397619366645813,-0.09001993387937546,0.34620264172554016
11,23,0.37834882736206055,0.4512161612510681,-0.027971448376774788,0.993478536605835
11,24,0.4059620797634125,0.4433768391609192,0.02807784639298916,0.9908012747764587
11,25,0.38423728942871094,0.527066707611084,-0.004639600869268179,0.637295663356781
11,26,0.40865084528923035,0.5214728116989136,0.029827149584889412,0.48447567224502563
11,27,0.3834584951400757,0.6129425168037415,0.01896914280951023,0.7258304953575134
11,28,0.4108486473560333,0.6135897636413574,0.061386819928884506,0.7002633213996887
