frame,landmark_index,x,y,z
0,0,0.20622503757476807,0.17819072306156158,-0.20841027796268463
0,1,0.20509766042232513,0.1650237888097763,-0.20022599399089813
0,2,0.20530714094638824,0.16473670303821564,-0.20027899742126465
0,3,0.2055075466632843,0.16465871036052704,-0.2003304660320282
0,4,0.20380951464176178,0.16610589623451233,-0.19909349083900452
0,5,0.20309650897979736,0.1665484607219696,-0.19912083446979523
0,6,0.20225918292999268,0.16725192964076996,-0.1991625428199768
0,7,0.20385859906673431,0.1689639538526535,-0.13404600322246552
0,8,0.19895145297050476,0.17210203409194946,-0.12871375679969788
0,9,0.20639826357364655,0.18654954433441162,-0.1823398917913437
0,10,0.2043960839509964,0.18822449445724487,-0.18102870881557465
0,11,0.22962120175361633,0.23201462626457214,-0.10350436717271805
0,12,0.1786467581987381,0.24031752347946167,-0.05202176794409752
0,13,0.2392985224723816,0.3166000247001648,-0.08333104103803635
0,14,0.16744108498096466,0.31968405842781067,-0.018980354070663452
0,15,0.24084961414337158,0.3888365924358368,-0.1315341591835022
0,16,0.16335906088352203,0.39629364013671875,-0.0766817033290863
0,17,0.2413611114025116,0.41253602504730225,-0.1508113592863083
0,18,0.15944771468639374,0.41997793316841125,-0.09077151119709015
0,19,0.23627828061580658,0.4124283194541931,-0.16646970808506012
0,20,0.1618080586194992,0.42071834206581116,-0.11505728960037231
0,21,0.23457986116409302,0.40475353598594666,-0.1384703665971756
0,22,0.16453799605369568,0.4138123691082001,-0.0878930389881134
0,23,0.21680718660354614,0.3946884572505951,-0.02179417759180069
0,24,0.20224210619926453,0.3963073194026947,0.021845197305083275
0,25,0.2260330319404602,0.5154745578765869,-0.033324338495731354
0,26,0.20859384536743164,0.5166677832603455,0.020142894238233566
0,27,0.23253357410430908,0.627708375453949,0.05409414693713188
0,28,0.21956314146518707,0.6295087933540344,0.10917850583791733
0,29,0.23353463411331177,0.6380103826522827,0.057113051414489746
0,30,0.22323521971702576,0.6403841376304626,0.11336526274681091
0,31,0.23153156042099,0.6599471569061279,-0.03213890641927719
0,32,0.2175596058368683,0.6597319841384888,0.0331457294523716
1,0,0.20593911409378052,0.17824748158454895,-0.1897425800561905
1,1,0.20483870804309845,0.1653815656900406,-0.18251490592956543
1,2,0.20509745180606842,0.16514062881469727,-0.18257783353328705
1,3,0.2053624987602234,0.16506458818912506,-0.18263621628284454
1,4,0.20349647104740143,0.16632243990898132,-0.17957618832588196
1,5,0.20279502868652344,0.16673699021339417,-0.1795978546142578
1,6,0.2020152062177658,0.16737772524356842,-0.1796400547027588
1,7,0.20387643575668335,0.1692206859588623,-0.12097965180873871
1,8,0.19894397258758545,0.17218296229839325,-0.10739215463399887
1,9,0.20638257265090942,0.18663403391838074,-0.16544663906097412
1,10,0.20435269176959991,0.18819543719291687,-0.16172245144844055
1,11,0.23001787066459656,0.2321069836616516,-0.09943706542253494
1,12,0.17904558777809143,0.24190375208854675,-0.029427800327539444
1,13,0.23940807580947876,0.3169158399105072,-0.08241114020347595
1,14,0.16854757070541382,0.3203730583190918,0.002643217332661152
1,15,0.24103768169879913,0.39447417855262756,-0.12637260556221008
1,16,0.1634189784526825,0.39922216534614563,-0.0543501116335392
1,17,0.24140548706054688,0.4163903594017029,-0.1459275633096695
1,18,0.15947559475898743,0.42243924736976624,-0.0676814615726471
1,19,0.22683833539485931,0.41752731800079346,-0.1616298407316208
1,20,0.16194039583206177,0.4232529103755951,-0.09198969602584839
1,21,0.23477932810783386,0.4095894396305084,-0.13319149613380432
1,22,0.1645907163619995,0.4160816967487335,-0.06581638753414154
1,23,0.2169847935438156,0.39585328102111816,-0.025386063382029533
1,24,0.20224061608314514,0.39740321040153503,0.025466514751315117
1,25,0.22717253863811493,0.5173625349998474,-0.0372551865875721
1,26,0.20816181600093842,0.5199556946754456,0.02240346185863018
1,27,0.23308084905147552,0.6311178803443909,0.04112199321389198
1,28,0.21957269310951233,0.6334484815597534,0.10712511837482452
1,29,0.23482410609722137,0.6432749032974243,0.043153148144483566
1,30,0.22342704236507416,0.6460388898849487,0.11049611121416092
1,31,0.23447813093662262,0.673633873462677,-0.04487192630767822
1,32,0.21608980000019073,0.660906195640564,0.03197900578379631
2,0,0.2051360011100769,0.1781156361103058,-0.1076027899980545
2,1,0.2037244439125061,0.16538703441619873,-0.11003260314464569
2,2,0.20356228947639465,0.16517752408981323,-0.11007038503885269
2,3,0.20340289175510406,0.16514767706394196,-0.11011479794979095
2,4,0.2034071981906891,0.16624093055725098,-0.104679636657238
2,5,0.20280620455741882,0.16657927632331848,-0.10470401495695114
2,6,0.2022617906332016,0.1670820415019989,-0.10474417358636856
2,7,0.20250043272972107,0.1694127470254898,-0.09391357004642487
2,8,0.2005728781223297,0.1716984361410141,-0.07015619426965714
2,9,0.2054990530014038,0.1866096407175064,-0.09942200034856796
2,10,0.2043437659740448,0.18774709105491638,-0.09264103323221207
